void_fraction,surface_area_m2g,pld,lcd,surface_area_m2cm3
0.95,6338,22.2,24.1,914
0.95,6242,23.2,24.3,886
0.96,6586,24.3,26.0,817
0.96,6212,24.7,26.0,804
0.96,7222,24.9,27.3,774
0.96,7333,25.5,27.0,751
0.97,7628,27.4,28.9,660
0.92,5401,42.8,44.2,1199
0.97,7055,29.2,31.9,644
0.97,6664,28.8,31.4,648
0.97,7694,31.7,33.0,574
0.9,5944,12.1,16.6,1638
0.97,7731,30.8,32.5,576
0.97,7004,29.6,33.0,601
0.98,7075,34.2,35.8,532
0.98,7258,34.6,36.5,504
0.98,7505,35.6,37.2,481
0.98,7315,35.5,37.1,478
0.92,5061,43.9,45.0,1134
0.98,6789,33.9,36.6,478
0.98,8484,34.2,36.0,469
0.98,7379,33.8,38.2,517
0.98,8246,35.4,38.8,468
0.94,6189,18.2,21.3,1132
0.98,7698,35.6,39.1,463
0.98,8035,33.9,37.9,539
0.98,8633,36.7,38.1,482
0.98,8505,36.4,38.6,477
0.98,8754,37.2,39.1,437
0.93,5402,43.0,44.5,1092
0.98,8143,37.5,39.6,420
0.98,7370,39.6,43.0,409
0.98,8366,38.3,40.2,415
0.98,8417,37.8,39.6,418
0.98,8093,40.7,43.5,381
0.95,6575,20.6,21.8,1002
0.98,7957,39.5,43.9,395
0.98,8318,42.2,44.1,367
0.98,7523,41.7,44.0,355
0.99,8133,46.2,48.3,319
0.93,5140,44.3,45.6,1066
0.99,7753,46.1,48.2,313
0.98,7190,44.2,47.3,317
0.99,8817,48.8,51.3,282
0.99,9162,48.0,50.8,296
0.94,6209,20.3,22.1,994
0.94,6206,17.4,20.7,1230
0.94,6028,19.4,22.3,1005
0.95,6374,23.4,24.2,908
0.95,6446,21.8,23.9,982
0.95,6127,22.0,24.3,929
0.92,4010,42.9,44.1,984
0.88,4809,10.4,13.4,1829
0.95,6569,23.7,25.4,879
0.95,6337,23.4,24.6,878
0.96,6726,24.5,25.8,807
0.96,6239,24.7,26.2,791
0.96,7308,24.8,26.5,767
0.96,7433,26.0,26.6,767
0.97,7816,27.6,28.9,664
0.97,7153,29.2,32.0,641
0.97,6744,28.3,31.6,642
0.93,5404,42.1,44.3,1110
0.97,7849,31.1,33.3,576
0.92,6012,14.9,18.2,1324
0.97,7848,30.9,32.6,576
0.97,7131,28.9,34.1,591
0.98,7166,34.3,35.4,529
0.98,7370,34.9,36.7,501
0.98,7676,35.1,37.1,483
0.98,7423,34.9,37.0,480
0.98,6846,35.0,37.1,471
0.98,8628,34.3,36.2,469
0.93,5150,45.3,46.6,1031
0.98,7440,32.5,37.3,522
0.98,8325,36.2,39.0,460
0.94,6354,19.3,21.1,1077
0.98,7787,34.7,37.3,463
0.98,7917,33.9,37.2,525
0.98,8663,36.8,38.3,477
0.98,8522,36.5,38.8,472
0.98,8852,37.3,39.4,437
0.98,8251,37.7,39.8,420
0.98,7473,40.0,42.3,407
0.62,1008,5.5,8.0,798
0.93,5219,46.1,47.7,1009
0.98,8555,37.5,40.2,418
0.98,8531,38.0,39.6,416
0.98,8241,40.5,42.9,380
0.95,6760,20.8,21.8,1005
0.98,8093,40.2,42.7,388
0.98,8423,41.7,44.1,367
0.98,7569,41.9,44.2,352
0.99,8257,44.6,47.5,324
0.99,7889,45.2,48.5,315
0.99,7240,45.5,48.0,308
0.81,2281,25.8,27.3,1276
0.99,8975,48.1,51.1,284
0.99,9194,48.4,50.8,294
0.95,6325,20.7,22.3,984
0.94,6315,16.3,20.9,1170
0.95,6096,20.3,23.0,995
0.95,6428,23.5,24.2,899
0.95,6539,21.2,24.7,982
0.95,6285,21.9,24.3,938
0.93,5430,16.6,17.2,1293
0.96,6832,26.5,29.2,733
0.93,5153,46.0,47.2,1031
0.96,6633,26.8,28.4,730
0.97,6907,28.2,29.3,668
0.97,6460,28.4,29.9,656
0.97,7448,28.8,30.9,636
0.97,7523,28.6,31.5,630
0.98,7849,31.1,32.9,559
0.98,7259,32.4,35.4,539
0.98,6864,32.4,35.2,536
0.98,7950,34.6,36.8,493
0.94,6365,19.2,22.0,1054
0.93,5469,47.4,49.0,1004
0.98,7888,34.7,36.3,489
0.98,7228,32.4,35.9,503
0.98,7246,38.0,38.8,450
0.98,7450,38.7,39.8,428
0.98,7723,38.8,40.7,415
0.98,7518,38.3,40.8,414
0.98,6979,37.9,40.8,407
0.98,8576,37.8,39.7,406
0.98,7534,37.1,41.0,438
0.98,8343,38.9,43.0,397
0.93,4932,47.5,48.2,983
0.96,6576,22.9,24.3,878
0.98,7825,39.3,42.6,394
0.98,8148,37.8,40.9,460
0.98,8648,40.5,41.7,411
0.98,8497,40.2,42.5,406
0.98,8779,41.3,43.0,377
0.98,8233,41.2,43.5,364
0.99,7547,43.6,45.6,352
0.98,8561,41.0,43.9,365
0.99,8501,41.6,43.4,362
0.93,5599,51.3,53.0,914
0.99,8260,44.1,47.0,333
0.96,6975,24.6,25.4,819
0.99,8146,43.1,46.4,341
0.99,8460,45.1,48.2,323
0.99,7613,45.5,47.9,309
0.99,8281,49.4,51.5,283
0.99,7912,49.0,52.2,278
0.99,7295,48.1,51.3,276
0.99,8958,51.6,54.9,254
0.99,9114,52.0,54.3,261
0.94,5381,51.0,52.6,913
0.96,6560,22.7,25.2,836
0.95,6544,19.7,24.2,988
0.96,6373,22.4,25.6,859
0.96,6697,27.0,27.8,742
0.96,6846,24.9,28.7,803
0.96,6586,25.0,28.0,781
0.93,5483,15.1,18.2,1308
0.97,6872,27.9,30.3,690
0.96,6679,27.9,30.0,691
0.97,6919,29.4,30.6,632
0.94,4957,49.5,51.1,921
0.97,6506,29.5,31.2,621
0.97,7444,30.0,32.4,605
0.97,7529,29.3,32.2,604
0.98,7837,32.4,34.0,529
0.98,7278,34.1,36.6,513
0.98,6903,34.0,36.4,510
0.98,7890,36.4,37.8,463
0.94,6392,18.4,22.0,1089
0.98,7876,36.0,37.5,465
0.98,7228,34.0,37.6,478
0.95,6213,53.9,56.7,839
0.98,7247,38.8,40.5,429
0.98,7438,39.7,41.6,410
0.98,7681,40.0,42.4,395
0.98,7504,39.7,42.0,395
0.98,6974,39.2,41.8,388
0.98,8526,39.0,40.9,387
0.98,7526,39.2,42.1,418
0.98,8266,40.9,43.1,384
0.96,6593,23.1,25.8,834
0.98,7801,39.6,44.2,376
0.95,6525,53.3,55.6,875
0.98,8130,39.0,42.0,437
0.98,8628,41.6,43.1,393
0.98,8502,41.5,43.4,389
0.99,8757,42.2,44.3,361
0.99,8211,42.4,44.7,349
0.99,7522,44.9,47.3,338
0.99,8465,43.0,45.0,345
0.99,8467,42.7,44.6,346
0.99,8211,45.6,48.7,318
0.96,6986,25.7,26.7,766
0.67,1640,6.9,8.6,1157
0.83,2253,29.7,30.8,1167
0.99,8133,44.6,47.4,328
0.99,8409,47.1,49.2,308
0.99,7624,46.7,49.1,298
0.99,8243,50.6,52.9,272
0.99,7884,50.2,53.3,268
0.99,7295,48.2,51.3,273
0.99,8843,53.8,56.5,241
0.99,9101,53.1,55.9,252
0.96,6539,21.6,25.8,882
0.96,6593,22.5,26.0,864
0.83,2250,29.5,29.8,1208
0.96,6391,23.7,27.1,814
0.96,6755,28.1,29.0,703
0.96,6942,25.3,28.3,767
0.96,6650,27.3,29.3,731
0.89,4497,20.9,23.1,1433
0.89,4524,21.8,23.4,1408
0.93,5261,23.7,26.6,1225
0.94,6432,29.2,32.1,1034
0.94,5960,29.8,32.6,992
0.81,3404,13.1,14.9,1835
0.83,2258,29.2,30.6,1186
0.91,5993,18.2,20.8,1548
0.93,6075,23.7,25.7,1301
0.95,6094,30.2,33.0,1033
0.95,7553,27.4,31.6,1045
0.95,6951,26.9,31.2,1014
0.9,4629,21.7,22.4,1493
0.92,5666,23.5,25.0,1336
0.93,5706,25.5,26.6,1282
0.95,5836,29.0,31.0,1032
0.95,7149,30.4,33.2,976
0.8,2256,28.5,29.3,1186
0.95,6661,30.0,32.9,954
0.89,4354,21.0,22.4,1513
0.75,1975,12.2,13.4,1571
0.86,4180,19.3,20.5,1422
0.86,3980,16.5,18.3,1479
0.89,4615,19.3,20.4,1439
0.9,4384,19.4,20.2,1433
0.91,5408,20.7,21.9,1399
0.92,5538,23.9,25.6,1346
0.93,5959,21.3,22.6,1305
0.79,2212,25.2,26.0,1223
0.93,5656,24.7,26.1,1252
0.92,5258,23.2,25.0,1262
0.94,6210,25.2,27.1,1160
0.86,3670,15.9,17.9,1613
0.93,6257,25.1,26.7,1167
0.94,5810,30.9,32.5,1020
0.94,5774,27.5,29.6,1092
0.94,6060,26.9,29.1,1064
0.94,6479,29.3,31.2,1022
0.94,6252,29.0,31.0,1007
0.79,2203,27.1,28.0,1245
0.94,5694,28.0,30.5,981
0.95,6987,26.9,29.1,963
0.95,6110,30.6,32.0,1014
0.95,6965,29.9,31.8,957
0.86,3990,16.9,18.6,1647
0.95,6517,32.1,34.2,904
0.94,6064,28.5,31.4,991
0.95,7011,30.2,32.3,972
0.95,6836,30.6,33.1,952
0.96,7257,30.3,32.9,906
0.88,3981,28.3,29.4,1419
0.96,6795,30.5,33.0,869
0.96,6400,32.9,35.7,870
0.96,7327,30.8,33.4,900
0.95,7200,30.7,33.0,882
0.96,7195,34.0,37.0,819
0.87,4109,15.7,17.2,1616
0.96,6993,32.8,35.7,837
0.96,7395,35.3,38.0,796
0.96,6551,33.8,36.9,767
0.96,7380,38.8,42.4,698
0.88,3985,29.6,30.8,1385
0.97,6938,38.2,41.7,681
0.96,6336,37.1,41.0,670
0.97,8020,41.0,44.6,622
0.97,8009,41.8,46.1,625
0.88,4260,21.8,23.2,1553
0.87,4278,20.1,22.1,1741
0.88,4066,21.6,22.9,1458
0.87,3969,18.7,20.2,1431
0.85,3920,17.2,20.1,1460
0.86,3731,18.4,20.5,1401
0.91,5662,42.7,44.0,1110
0.92,6474,27.1,28.9,1207
0.92,6405,28.7,30.2,1192
0.95,6201,35.9,38.2,920
0.96,7700,40.1,42.0,831
0.95,7129,39.6,41.9,835
0.88,4891,25.5,26.6,1444
0.88,4733,21.4,22.4,1539
0.89,5199,18.4,20.3,1580
0.92,5053,29.2,30.9,1212
0.94,6892,30.3,32.0,1063
0.92,5965,37.6,39.4,1264
0.94,6328,31.3,32.9,1028
0.81,3297,15.0,16.6,1720
0.74,2145,28.7,29.4,1041
0.76,2076,31.3,31.6,972
0.95,6091,28.1,30.2,1023
0.95,7152,30.3,32.9,1000
0.94,6879,38.2,39.6,1076
0.9,4681,18.2,19.5,1473
0.73,1853,28.7,29.2,968
0.92,5253,27.6,29.2,1145
0.67,1982,7.6,8.0,1965
0.68,1943,6.6,8.1,1248
0.92,5432,36.0,38.4,1223
0.95,5850,26.8,29.8,1044
0.95,7025,34.4,36.9,886
0.95,6568,37.8,39.1,918
0.89,4423,16.1,18.3,1579
0.67,1611,6.9,8.3,1538
0.86,4078,19.6,21.6,1390
0.87,3931,21.4,22.7,1347
0.89,4511,21.7,23.7,1351
0.9,4232,22.2,24.4,1330
0.91,5191,24.3,26.4,1296
0.83,2769,20.7,21.9,1466
0.91,5108,25.8,27.8,1276
0.93,5872,22.0,25.4,1242
0.92,5435,26.7,28.8,1192
0.93,5163,27.2,29.5,1187
0.93,6312,25.7,29.3,1157
0.83,3504,12.0,13.3,1784
0.94,6064,29.3,31.0,1074
0.94,5822,25.2,28.1,1086
0.94,5698,31.6,33.9,1023
0.95,5968,32.7,35.0,982
0.77,1810,17.5,18.6,1312
0.95,6453,33.3,35.2,982
0.95,6205,32.6,34.8,967
0.95,5672,33.8,36.3,942
0.96,6961,27.6,31.9,934
0.94,5967,31.1,33.7,993
0.95,6857,35.1,37.5,912
0.85,3707,17.7,19.3,1583
0.95,6479,35.7,38.6,906
0.94,6187,31.2,33.6,1017
0.95,7085,31.1,33.4,956
0.85,3723,25.9,27.6,1467
0.95,7039,31.1,34.8,955
0.96,7439,31.1,35.9,904
0.96,6873,30.9,35.7,862
0.96,6321,37.1,40.5,821
0.96,7190,31.1,35.8,873
0.96,7201,34.3,36.8,838
0.96,7168,38.1,40.4,794
0.89,4155,16.5,18.2,1564
0.96,6942,36.9,39.4,798
0.96,7375,37.9,40.8,772
0.84,3513,24.2,26.1,1467
0.96,6550,37.6,40.9,733
0.96,7354,42.4,45.4,679
0.97,6907,43.2,46.1,655
0.97,6324,43.8,46.8,642
0.97,8010,43.1,46.6,608
0.97,8057,41.7,47.5,621
0.88,4317,17.1,18.3,1565
0.85,4293,10.4,14.7,2002
0.89,4227,18.5,19.9,1522
0.87,3985,20.9,22.0,1375
0.88,4252,27.5,29.2,1479
0.85,3895,18.5,22.1,1447
0.86,3855,20.4,22.5,1431
0.92,6372,25.9,28.2,1176
0.92,6431,25.5,28.0,1167
0.95,6316,32.9,36.4,871
0.96,7678,33.7,36.5,839
0.95,7081,35.5,39.4,783
0.89,5200,19.1,21.2,1412
0.89,4639,18.8,20.4,1391
0.89,4620,20.6,21.4,1330
0.89,4037,27.7,29.2,1481
0.91,5012,20.0,23.3,1250
0.95,6544,32.7,34.1,940
0.94,6200,27.5,30.9,1000
0.82,3307,16.3,17.4,1523
0.59,1180,4.9,10.2,1549
0.83,3786,10.3,18.7,1777
0.81,3277,11.4,19.7,1588
0.86,4137,12.1,20.6,1732
0.86,3860,11.9,20.6,1718
0.87,4777,11.9,20.6,1733
0.9,4896,29.3,31.0,1457
0.88,4843,12.4,20.1,1724
0.91,5122,13.9,23.2,1481
0.9,5001,14.3,24.5,1480
0.9,4718,14.6,24.7,1484
0.92,5715,16.1,27.8,1359
0.76,2820,7.4,12.8,2061
0.92,5888,16.8,26.8,1429
0.93,5317,16.4,27.7,1297
0.93,5399,17.5,29.5,1273
0.93,5601,18.2,29.9,1213
0.9,4799,33.1,34.4,1343
0.93,6078,18.8,30.7,1216
0.93,5728,18.1,29.6,1176
0.93,5204,18.7,30.6,1143
0.94,6247,18.4,29.7,1100
0.93,5656,17.4,29.0,1231
0.94,6526,19.6,30.5,1147
0.79,3151,8.5,15.0,1973
0.93,5999,19.0,31.4,1102
0.93,5189,20.7,33.8,1098
0.94,6851,21.0,33.6,1196
0.92,5443,32.6,34.8,1357
0.94,6675,20.8,33.5,1172
0.95,6991,21.2,33.8,1094
0.95,6345,21.0,33.5,1026
0.95,6000,21.4,34.7,1009
0.95,6740,20.4,34.3,1027
0.95,6740,21.2,33.1,1046
0.95,6773,22.0,35.0,963
0.84,3680,9.4,16.7,2012
0.95,6514,21.5,34.5,973
0.95,7041,23.1,37.2,946
0.7,2187,6.6,8.7,1420
0.91,4916,31.4,32.8,1360
0.95,6141,23.2,37.8,883
0.96,6991,26.1,41.5,810
0.96,6549,25.4,40.6,791
0.96,5960,25.6,40.7,777
0.96,7653,27.5,43.7,729
0.96,7800,28.7,44.5,758
0.81,3702,8.0,16.0,2033
0.82,3618,8.0,14.8,2074
0.81,3460,10.2,15.5,1979
0.81,3354,11.6,19.8,1630
0.91,4637,32.1,34.0,1340
0.82,3588,9.3,15.7,1802
0.83,3382,10.5,18.6,1716
0.46,702,8.2,8.8,903
0.86,4371,12.3,16.3,1587
0.86,4234,12.2,18.3,1512
0.89,4967,13.1,18.0,1565
0.88,4627,14.3,15.6,1861
0.9,5855,16.2,18.4,1578
0.9,5621,18.4,19.8,1548
0.93,6468,14.5,24.9,1335
0.92,5925,33.8,36.7,1353
0.92,5832,16.8,20.7,1409
0.92,5493,16.8,19.4,1482
0.94,6806,16.5,26.9,1245
0.84,3772,12.6,14.2,1851
0.93,6799,17.9,25.1,1273
0.94,6287,20.0,27.9,1284
0.94,6070,19.2,24.5,1241
0.94,6383,19.8,25.8,1180
0.94,6903,20.2,26.3,1207
0.94,6593,20.0,27.3,1159
0.83,3040,21.0,21.7,1552
0.93,5907,21.0,25.3,1269
0.95,7665,19.0,30.9,1043
0.94,6377,24.1,26.2,1180
0.95,7462,21.9,27.5,1067
0.83,3995,13.1,14.4,1814
0.94,6923,23.1,26.4,1110
0.94,6587,22.7,31.4,1179
0.95,7745,21.4,34.9,1108
0.95,7623,21.7,33.6,1089
0.95,8133,21.5,33.8,1048
0.92,5600,36.7,37.6,1271
0.95,7444,21.8,35.7,985
0.96,6705,23.4,30.4,997
0.96,7880,21.2,34.1,958
0.96,7777,23.1,32.9,971
0.96,7628,24.4,33.3,938
0.89,4570,10.7,19.3,1632
0.95,7384,24.4,33.1,948
0.96,7844,25.0,34.7,887
0.95,6860,26.0,32.7,924
0.96,7779,27.6,43.0,793
0.94,6179,46.9,48.0,1044
0.96,7263,28.5,37.7,787
0.96,6580,29.3,35.1,867
0.96,8529,30.0,43.7,695
0.96,8777,30.0,43.4,729
0.88,4755,10.9,20.4,1799
0.82,3692,8.8,13.1,2130
0.88,4524,11.1,20.9,1744
0.85,4197,12.6,22.2,1568
0.85,4376,10.8,15.4,1710
0.86,4291,10.7,18.3,1693
0.93,5112,36.4,38.3,1234
0.77,2062,6.7,9.4,1846
0.86,4335,11.2,18.9,1579
0.86,3993,12.2,20.3,1476
0.89,4752,12.5,19.2,1531
0.9,4455,13.4,20.4,1522
0.91,5614,14.9,18.5,1521
0.91,5337,18.3,19.1,1458
0.93,6058,14.5,26.6,1345
0.92,5639,14.9,24.6,1337
0.92,5272,16.4,23.0,1328
0.93,5341,37.3,39.1,1186
0.94,6393,17.0,27.7,1226
0.85,3687,11.9,14.9,1841
0.93,6571,17.5,26.7,1278
0.94,5881,17.3,29.5,1171
0.94,5916,18.4,28.0,1173
0.94,6180,18.9,29.3,1114
0.94,6705,19.7,29.6,1128
0.94,6396,19.2,28.7,1093
0.94,5720,20.2,30.4,1042
0.95,7215,19.5,33.0,1021
0.93,5869,38.8,41.6,1197
0.95,6271,18.6,29.0,1125
0.95,7177,21.4,30.5,1020
0.85,3822,12.0,15.0,1689
0.95,6661,21.0,29.2,1016
0.94,5993,23.5,33.0,1096
0.95,7385,22.5,35.3,1082
0.95,7225,22.6,34.4,1061
0.96,7783,22.7,35.1,1018
0.95,7114,22.5,36.4,962
0.96,6524,23.2,34.0,942
0.93,5658,37.4,40.2,1191
0.96,7528,21.7,35.9,949
0.95,7515,22.6,33.9,973
0.96,7430,23.3,35.2,905
0.89,4283,9.5,20.2,1678
0.96,7154,23.6,34.3,902
0.96,7666,24.5,36.6,877
0.96,6679,24.9,37.6,816
0.96,7586,27.4,43.1,772
0.96,7094,27.4,40.4,745
0.96,6415,27.9,40.7,724
0.74,2856,6.6,8.7,1947
0.93,5230,37.5,39.9,1158
0.97,8317,29.3,44.0,687
0.97,8425,31.1,45.2,716
0.87,4465,9.5,18.7,1867
0.86,3995,10.4,16.9,1907
0.86,4301,11.0,17.8,2081
0.87,4070,12.3,20.1,1508
0.85,4198,9.9,16.9,1720
0.85,4080,9.9,18.4,1703
0.75,2019,5.9,10.4,1731
0.85,4273,12.1,21.7,1562
0.94,6546,39.5,42.4,1117
0.86,3987,14.1,22.6,1475
0.89,4733,14.4,22.9,1533
0.9,4345,14.6,24.1,1462
0.9,5351,14.3,23.9,1484
0.9,5525,13.0,23.2,1506
0.93,5923,16.4,27.9,1342
0.92,5635,17.0,27.3,1345
0.92,5305,16.7,26.9,1331
0.94,6172,18.6,30.9,1183
0.85,3607,9.0,19.3,1758
0.93,5648,38.1,39.4,1237
0.93,6388,19.2,29.5,1258
0.93,5851,17.2,29.4,1211
0.94,5865,20.3,32.6,1147
0.94,6098,20.4,32.6,1100
0.94,6514,21.2,32.6,1078
0.94,6266,20.4,32.1,1061
0.94,5691,21.5,33.6,1013
0.95,6970,20.9,34.4,1005
0.94,6179,20.1,33.1,1132
0.95,6993,20.7,32.3,1020
0.93,6357,38.9,41.5,1146
0.85,3879,10.0,17.4,1746
0.95,6517,20.9,33.7,997
0.94,6545,19.5,34.2,1138
0.95,7111,23.5,37.4,1035
0.95,7045,23.5,36.7,1030
0.95,7487,23.4,36.6,972
0.95,6883,23.5,38.2,929
0.96,6435,23.3,37.3,917
0.96,7292,22.9,38.3,927
0.95,7243,23.8,35.9,945
0.85,3266,23.2,23.9,1465
0.96,7208,24.6,37.8,871
0.88,4114,11.9,21.5,1645
0.95,6998,24.5,37.1,880
0.96,7432,25.6,40.3,852
0.96,6571,26.2,40.6,800
0.96,7387,28.3,44.2,747
0.96,6958,28.0,43.5,723
0.96,6335,28.6,43.3,698
0.97,8050,30.0,46.2,667
0.97,8080,31.2,47.1,673
0.93,5828,40.5,42.8,1085
0.86,4320,9.4,17.7,1825
0.82,3410,7.4,15.2,1838
0.87,4136,11.3,18.7,1678
0.86,4027,13.8,21.6,1501
0.85,4217,11.6,18.8,1692
0.85,4046,11.5,20.1,1630
0.76,3401,6.7,12.7,2029
0.88,5318,12.3,24.7,1455
0.87,4923,12.5,25.0,1416
0.9,5754,13.8,25.1,1445
0.92,5402,39.8,41.5,1197
0.9,5481,13.8,24.4,1460
0.91,6552,15.0,25.2,1386
0.91,6656,15.3,25.4,1383
0.93,6977,15.4,27.8,1255
0.93,6305,16.0,30.2,1220
0.93,5999,15.1,27.2,1248
0.94,7294,17.4,31.9,1165
0.85,5057,10.3,17.4,1890
0.94,7156,17.7,31.7,1147
0.94,6324,17.3,32.0,1074
0.94,6892,41.3,42.9,1235
0.94,6305,17.6,34.9,1042
0.95,6602,19.1,35.6,989
0.95,7099,19.3,35.8,999
0.95,6802,18.3,34.8,971
0.94,6331,19.5,34.5,972
0.95,7873,19.2,34.3,942
0.95,6710,19.8,33.2,1005
0.95,7763,20.5,35.5,949
0.87,5360,12.4,19.7,1756
0.95,7195,20.4,35.4,919
0.93,6804,40.7,42.6,1229
0.94,6241,20.2,37.3,967
0.94,8155,21.1,37.9,1004
0.94,7940,21.2,37.9,983
0.96,8210,21.5,38.1,906
0.96,7637,21.4,38.0,868
0.96,6842,22.3,40.4,846
0.96,8051,21.1,38.2,881
0.95,7747,21.3,38.3,853
0.96,7687,22.6,41.5,809
0.88,5806,11.7,21.5,1726
0.94,7103,42.3,44.4,1139
0.96,7483,22.7,40.7,812
0.96,7990,23.0,42.4,797
0.96,7155,23.4,41.8,756
0.97,7819,25.2,45.2,691
0.97,7388,25.1,45.6,679
0.97,6830,25.1,42.1,686
0.97,8435,26.6,48.8,624
0.97,8766,27.5,48.3,649
0.87,5173,10.6,19.7,1772
0.87,5301,11.1,17.5,1828
0.82,4597,7.8,9.6,2126
0.94,6581,43.3,45.2,1088
0.84,4929,8.7,15.9,2018
0.87,4864,13.4,24.4,1444
0.87,4876,12.6,23.1,1480
0.88,4692,13.2,24.2,1407
0.66,849,3.8,9.5,1107
0.78,3476,8.1,16.1,1780
0.8,3341,8.8,17.3,1686
0.82,3997,7.5,14.6,1912
0.86,3845,8.7,18.9,1758
0.87,4916,9.0,19.1,1762
0.94,5695,43.2,46.0,1041
0.88,5217,10.1,18.4,1734
0.91,5686,11.4,22.6,1611
0.82,4231,7.8,11.9,2041
0.89,4764,11.8,22.7,1562
0.91,5786,11.6,26.7,1441
0.79,3085,6.9,14.0,2064
0.91,6112,13.8,24.5,1514
0.91,5328,15.0,23.2,1418
0.91,5331,13.3,25.6,1442
0.92,5649,13.5,25.0,1381
0.94,6890,40.7,43.8,1107
0.92,6024,14.5,27.4,1267
0.92,5872,14.5,27.8,1270
0.93,5429,14.6,28.5,1224
0.94,7113,15.2,29.0,1211
0.92,5885,14.1,26.3,1359
0.93,6901,15.5,29.1,1212
0.79,3248,6.4,14.7,2038
0.93,6371,16.7,29.3,1162
0.93,5540,14.2,30.1,1319
0.93,6969,15.9,30.5,1284
0.94,6568,44.1,45.6,1043
0.93,6813,15.5,30.3,1259
0.94,7118,16.5,32.9,1127
0.94,6590,16.3,32.7,1078
0.93,5932,15.5,27.4,1196
0.94,7243,16.0,33.1,1128
0.94,7234,17.4,30.7,1126
0.94,7114,17.8,33.7,1044
0.82,3574,6.9,16.2,1984
0.94,6891,17.0,31.9,1079
0.95,7475,18.1,34.8,1042
0.94,6561,45.3,48.5,1010
0.95,6486,18.6,35.6,960
0.95,7225,19.7,38.4,904
0.95,6854,20.7,37.8,874
0.96,6191,21.0,38.9,821
0.96,8188,22.1,41.2,798
0.96,8016,23.5,43.4,797
0.79,3510,7.5,13.9,1968
0.77,2879,5.8,12.1,1927
0.81,3324,9.0,14.2,1909
0.8,3340,9.0,17.2,1695
0.88,3909,25.6,27.1,1549
0.75,2993,8.1,12.9,1760
0.76,2986,8.1,13.4,1804
0.78,2527,8.8,11.0,2108
0.85,4590,11.8,15.6,1892
0.83,4202,13.5,16.9,1845
0.89,5157,13.5,18.5,1834
0.89,4709,14.8,19.9,1755
0.91,6030,15.4,21.8,1579
0.92,6111,16.2,23.1,1472
0.92,6469,15.8,20.7,1588
0.94,6415,44.6,47.5,1021
0.92,6010,15.3,22.8,1595
0.92,5575,16.9,24.4,1443
0.92,6577,17.5,23.5,1492
0.77,2727,12.7,14.8,1723
0.93,6934,17.9,24.8,1506
0.95,6169,19.8,29.5,1130
0.95,6071,17.4,25.4,1415
0.94,6415,18.9,25.9,1354
0.93,6798,18.9,26.7,1306
0.93,6528,17.6,26.0,1319
0.95,6715,45.4,48.6,986
0.93,5936,20.6,28.3,1262
0.95,7647,21.5,28.5,1198
0.95,6609,19.9,31.2,1132
0.94,7567,21.4,29.1,1189
0.87,4361,13.0,17.3,1765
0.94,6967,21.2,29.4,1186
0.92,5995,19.4,26.7,1331
0.94,7773,20.4,30.3,1309
0.93,7600,20.7,30.5,1296
0.95,8109,21.4,30.3,1197
0.95,6121,44.0,47.7,966
0.95,7421,22.3,31.6,1132
0.95,6678,21.8,31.0,1099
0.95,7708,20.9,28.7,1176
0.95,7911,22.0,30.6,1153
0.95,7590,23.0,32.9,1065
0.87,4665,12.1,15.6,1977
0.95,7367,22.4,31.7,1092
0.95,7843,24.1,33.9,1056
0.95,6853,23.6,31.9,1046
0.96,7751,24.1,36.3,963
0.95,6863,49.2,52.7,918
0.96,7249,25.5,35.6,920
0.95,6583,26.6,37.3,902
0.95,8501,28.1,39.7,836
0.95,8735,27.6,40.5,849
0.89,4642,14.1,18.8,1600
0.89,4677,14.7,17.7,1731
0.9,4458,14.7,20.0,1558
0.83,4234,12.9,18.5,1811
0.75,2919,6.6,10.8,1803
0.8,3601,7.2,13.0,1952
0.66,1559,4.4,7.3,1127
0.95,6408,48.4,52.4,886
0.76,1861,9.0,11.1,1752
0.84,4490,11.2,16.6,1873
0.83,3943,12.7,17.5,1803
0.88,4932,13.3,19.1,1812
0.89,4530,15.3,20.6,1750
0.91,5625,15.7,22.2,1559
0.92,5716,15.6,24.0,1430
0.92,6045,17.8,23.1,1518
0.92,5834,16.2,23.5,1588
0.92,5406,16.4,23.3,1552
0.95,5900,49.5,52.7,860
0.93,6427,17.5,27.0,1384
0.84,3658,13.3,15.6,1945
0.93,6465,18.6,25.4,1435
0.94,5854,17.8,27.9,1133
0.93,6031,17.9,26.4,1390
0.93,6280,18.6,26.6,1319
0.94,6642,20.1,30.2,1225
0.94,6373,18.5,27.4,1244
0.94,5734,22.2,29.8,1203
0.95,7193,21.8,29.1,1154
0.96,7439,51.7,56.1,820
0.95,6328,17.9,25.6,1333
0.95,7182,23.0,30.8,1086
0.87,4088,13.0,17.3,1795
0.94,6691,22.4,30.7,1078
0.93,5637,22.8,29.1,1222
0.94,7427,21.3,31.1,1257
0.94,7144,22.0,31.2,1227
0.95,7605,22.9,31.2,1142
0.95,7015,23.4,32.7,1080
0.95,6535,21.0,31.6,1080
0.96,7809,53.4,55.9,866
0.95,7448,21.0,33.4,1053
0.95,7530,22.9,31.4,1109
0.95,7379,24.0,34.9,990
0.88,4280,13.3,17.0,1904
0.95,7162,23.5,33.5,1034
0.95,7637,23.4,35.7,978
0.95,6661,24.9,36.1,929
0.96,7554,26.1,39.7,871
0.96,7087,26.2,38.3,856
